bar_prev,bar_curr,mode,inter_distance,dist_before_prev,dist_after_prev,dist_before_curr,return_long,return_short,mae_long,mae_short,prev_val_small,prev_val_large,prev_above_zero_small,prev_above_zero_large,prev_cross_up,prev_small_slope,prev_large_slope,prev_amp_small,prev_amp_large,prev_atr,prev_composite,prev_pr_status,prev_pr_peak,prev_pr_trough,curr_val_small,curr_val_large,curr_above_zero_small,curr_above_zero_large,curr_cross_up,curr_small_slope,curr_large_slope,curr_amp_small,curr_amp_large,curr_atr,curr_composite,curr_pr_status,curr_pr_peak,curr_pr_trough,asset
2982,4073,norm,1091,0.045916318454387,0.050698078589786,0.0865807158203781,1.8454440599769268,-1.8454440599769268,1.0380622837370244,2.3068050749711584,0.7992154479675921,0.8018135439574797,True,True,False,-0.0025500859722436,0.0007730623805846,9.272386017499766e-06,3.447462933368392e-05,8.57142857142878e-07,-0.0033231483528282,neutral,False,False,0.1850313832387565,0.1834686133320776,True,True,True,0.0039827622851687,-0.0011675475085389,1.050934834126357e-05,1.8427428020757737e-05,1.6428571428571596e-06,0.0051503097937076,neutral,False,False,NOT_USDT
4073,4666,norm,593,0.0865807158203781,0.0416235551411761,0.018257072194472,2.0951302378255905,-2.0951302378255905,0.9626274065685216,3.510758776896942,0.1850313832387565,0.1834686133320776,True,True,True,0.0039827622851687,-0.0011675475085389,1.050934834126357e-05,1.8427428020757737e-05,1.6428571428571596e-06,0.0051503097937076,neutral,False,False,0.416113041431798,0.4167013159671576,True,True,False,-0.0016965175412919,-0.0004472034417634,3.541047088628076e-05,3.1190090097055574e-05,9.999999999999934e-07,-0.0012493140995284,neutral,False,False,NOT_USDT
4666,5733,norm,1067,0.018257072194472,0.0217002434657603,0.0973725130451749,0.0,-0.0,2.0521353300055423,0.610094287298955,0.416113041431798,0.4167013159671576,True,True,False,-0.0016965175412919,-0.0004472034417634,3.541047088628076e-05,3.1190090097055574e-05,9.999999999999934e-07,-0.0012493140995284,neutral,False,False,-0.5861767158975525,-0.5887434998514073,False,False,True,0.0055689379710822,-0.0010866860327639,1.4307085754262177e-05,3.6387413393742424e-05,1.6428571428571596e-06,-0.0066556240038462,neutral,False,False,NOT_USDT
5733,6352,norm,619,0.0973725130451749,0.0991777943271022,0.0434870221948972,3.6051026067665095,-3.6051026067665095,0.5546311702717587,6.211869107043823,-0.5861767158975525,-0.5887434998514073,False,False,True,0.0055689379710822,-0.0010866860327639,1.4307085754262177e-05,3.6387413393742424e-05,1.6428571428571596e-06,-0.0066556240038462,neutral,False,False,0.5068626405952457,0.5093318919809118,True,True,False,-0.0020500063348025,0.0008412037743338,4.9202521192511506e-05,2.2209814516250447e-05,2.500000000000053e-06,-0.0028912101091363,neutral,False,False,NOT_USDT
6352,7231,norm,879,0.0434870221948972,0.045493751919998,0.1127492027920178,-1.552462526766604,1.552462526766604,3.640256959314782,0.4817987152034204,0.5068626405952457,0.5093318919809118,True,True,False,-0.0020500063348025,0.0008412037743338,4.9202521192511506e-05,2.2209814516250447e-05,2.500000000000053e-06,-0.0028912101091363,neutral,False,False,-0.4207193541850055,-0.4230355924697915,False,False,True,0.0059018139673627,-0.0015574143165103,2.31994585861684e-05,3.685494729790302e-05,1.5000000000000132e-06,-0.0074592282838731,neutral,False,False,NOT_USDT
7231,9765,norm,2534,0.1127492027920178,0.1149528336291869,0.0435339929405454,-2.3382272974442553,2.3382272974442553,8.591625883632407,0.4893964110929913,-0.4207193541850055,-0.4230355924697915,False,False,True,0.0059018139673627,-0.0015574143165103,2.31994585861684e-05,3.685494729790302e-05,1.5000000000000132e-06,-0.0074592282838731,neutral,False,False,0.7783632372529569,0.7809770340239056,True,True,False,-0.001805637879064,0.001154323185255,3.549511141042966e-05,5.2182368125408645e-05,3.214285714285707e-06,-0.002959961064319,neutral,False,False,NOT_USDT
9765,11786,norm,2021,0.0435339929405454,0.0455706325309167,0.0801514674665094,8.01781737193764,-8.01781737193764,0.2227171492204954,9.298440979955448,0.7783632372529569,0.7809770340239056,True,True,False,-0.001805637879064,0.001154323185255,3.549511141042966e-05,5.2182368125408645e-05,3.214285714285707e-06,-0.002959961064319,neutral,False,False,-0.6490017822588572,-0.650831635105193,False,False,True,0.0047078016752307,-0.0007278602948841,8.589933427496128e-06,7.790500393947641e-05,1.857142857142825e-06,-0.0054356619701149,neutral,True,False,NOT_USDT
11786,13996,norm,2210,0.0801514674665094,0.0942498673140684,0.1481430964011645,-10.05154639175258,10.05154639175258,10.05154639175258,0.4123711340206173,-0.6490017822588572,-0.650831635105193,False,False,True,0.0047078016752307,-0.0007278602948841,8.589933427496128e-06,7.790500393947641e-05,1.857142857142825e-06,-0.0054356619701149,neutral,True,False,0.3568647855278483,0.3575452918669952,True,True,False,-0.0101924249667503,0.000675474365064,7.440765547928348e-06,6.95082399594639e-05,1.142857142857155e-06,-0.0108678993318144,neutral,False,False,NOT_USDT
13996,14659,norm,663,0.1481430964011645,0.2139914415248165,0.0439408351116331,0.916905444126072,-0.916905444126072,1.604584527220632,1.48997134670487,0.3568647855278483,0.3575452918669952,True,True,False,-0.0101924249667503,0.000675474365064,7.440765547928348e-06,6.95082399594639e-05,1.142857142857155e-06,-0.0108678993318144,neutral,False,False,0.2692206941649719,0.2670090800826961,True,True,True,0.0022309292593928,-0.0006408028074889,2.9950332842474458e-05,3.4726333420239856e-05,8.57142857142847e-07,0.0028717320668818,neutral,False,False,NOT_USDT
14659,15397,norm,738,0.0439408351116331,0.0413464100761085,0.0593614678738286,1.590005678591711,-1.590005678591711,1.1925042589437802,4.9971607041453705,0.2692206941649719,0.2670090800826961,True,True,True,0.0022309292593928,-0.0006408028074889,2.9950332842474458e-05,3.4726333420239856e-05,8.57142857142847e-07,0.0028717320668818,neutral,False,False,0.6294423836193062,0.6307082072882969,True,True,False,-0.0019502514433862,0.0018968025587784,1.28851609733561e-05,2.4640498213348643e-05,1.4999999999999825e-06,-0.0038470540021646,ob_trend_start,True,False,NOT_USDT
15397,17261,norm,1864,0.0593614678738286,0.049378791532086,0.0444873035863015,-0.6148686416992701,0.6148686416992701,1.1738401341531564,3.4097261039687012,0.6294423836193062,0.6307082072882969,True,True,False,-0.0019502514433862,0.0018968025587784,1.28851609733561e-05,2.4640498213348643e-05,1.4999999999999825e-06,-0.0038470540021646,ob_trend_start,True,False,-0.7789524812224117,-0.7801236832683899,False,False,True,0.0014970993803159,-0.0013771161749703,1.771222664136959e-05,3.263991678032319e-05,3.5714285714285345e-06,-0.0028742155552863,neutral,False,False,NOT_USDT
17261,18813,norm,1552,0.0444873035863015,0.0455285352262032,0.0515607862737164,1.4060742407199016,-1.4060742407199016,1.799775028121492,2.643419572553428,-0.7789524812224117,-0.7801236832683899,False,False,True,0.0014970993803159,-0.0013771161749703,1.771222664136959e-05,3.263991678032319e-05,3.5714285714285345e-06,-0.0028742155552863,neutral,False,False,0.7993940016947338,0.7998296084941777,True,True,False,-0.0022892410022358,0.0011187996717079,2.132500645961281e-05,2.9733637307513777e-05,9.285714285714744e-07,-0.0034080406739437,neutral,False,True,NOT_USDT
18813,19696,norm,883,0.0515607862737164,0.0488579134591573,0.0337818701503437,4.88075429839158,-4.88075429839158,1.1092623405435291,4.88075429839158,0.7993940016947338,0.7998296084941777,True,True,False,-0.0022892410022358,0.0011187996717079,2.132500645961281e-05,2.9733637307513777e-05,9.285714285714744e-07,-0.0034080406739437,neutral,False,True,0.523237748441813,0.5219810323547764,True,True,True,0.0017785673998193,-0.0003338074764902,2.076124128364375e-05,3.09134662737276e-05,3.0000000000000263e-06,0.0021123748763095,neutral,True,False,NOT_USDT
19696,20156,norm,460,0.0337818701503437,0.0259470714992016,0.0175492780147843,2.696985721840287,-2.696985721840287,1.3220518244315211,4.019037546271808,0.523237748441813,0.5219810323547764,True,True,True,0.0017785673998193,-0.0003338074764902,2.076124128364375e-05,3.09134662737276e-05,3.0000000000000263e-06,0.0021123748763095,neutral,True,False,0.3475947401762579,0.3477191980432845,True,True,False,-0.000929325797628,0.0002874356286325,5.0609612848783456e-05,4.694444142757888e-05,4.357142857142847e-06,-0.0012167614262606,neutral,False,True,NOT_USDT
20156,21512,norm,1356,0.0175492780147843,0.0192514938844691,0.0916746803750425,6.024716786817721,-6.024716786817721,0.772399588053555,7.106076210092683,0.3475947401762579,0.3477191980432845,True,True,False,-0.000929325797628,0.0002874356286325,5.0609612848783456e-05,4.694444142757888e-05,4.357142857142847e-06,-0.0012167614262606,neutral,False,True,-0.2323935748333935,-0.2384887075720122,False,False,True,0.0064197416096385,-0.0001318396364551,2.0121291651508668e-05,8.322613492666598e-05,1.9285714285714365e-06,-0.0065515812460937,neutral,False,False,NOT_USDT
